GDA	Gda
WBP2NL	Wbp2nl
YARS2	Yars2
KBTBD10	Kbtbd10
KBTBD11	Kbtbd11
TRAF1	Traf1
NETO2	Neto2
TRAF2	Traf2
CNBP	Cnbp
DRD1	Drd1
DRD3	Drd3
KBTBD13	Kbtbd13
KBTBD12	Kbtbd12
DRD2	Drd2
DRD5	Drd5
SIPA1	Sipa1
DRD4	Drd4
CTPS1	Ctps
LRIG1	Lrig1
CTPS2	Ctps2
LRIG2	Lrig2
LRIG3	Lrig3
TROVE2	Trove2
DOCK2	Dock2
DOCK1	Dock1
SAA2-SAA4	Saa4
OTOP2	Otop2
OTOP3	Otop3
DRC7	Drc7
TRAF7	Traf7
TRAF6	Traf6
HCN4	Hcn4
HCN3	Hcn3
TRAF5	Traf5
ALLC	Allc
TRAF4	Traf4
TRAF3	Traf3
OTOP1	Otop1
ZGRF1	Zgrf1
HCN1	Hcn1
HCN2	Hcn2
DRC3	Drc3
DRC1	Drc1
DOCK9	Dock9
DOCK7	Dock7
DOCK8	Dock8
DOCK5	Dock5
DOCK6	Dock6
DOCK3	Dock3
DOCK4	Dock4
TRADD	Tradd
SYNGAP1	Syngap1
GPBP1	Gpbp1
ALG1	Alg1
ALG2	Alg2
LEPR	Lepr
ALG3	Alg3
ALG5	Alg5
ALG6	Alg6
ALG8	Alg8
ALG9	Alg9
HNRPLL	Hnrpll
MAGOHB	Magohb
LRIF1	Lrif1
ALDH3B1	Aldh3b1
RFWD2	Rfwd2
HUNK	Hunk
RFWD3	Rfwd3
FRMD4A	Frmd4a
LIMCH1	Limch1
FRMD4B	Frmd4b
RERGL	Rergl
TRAIP	Traip
ALDH3A2	Aldh3a2
DRGX	Prrxl1
ALDH3A1	Aldh3a1
STK32C	Stk32c
STK32B	Stk32b
COL17A1	Col17a1
STK32A	Stk32a
CHD1L	Chd1l
GNAO1	Gnao1
DRG1	Drg1
DRG2	Drg2
NDOR1	Ndor1
F8A3	F8a
ALAD	Alad
B3GALT6	B3galt6
EFNA1	Efna1
B3GALT5	B3galt5
EFNA2	Efna2
B3GALT4	B3galt4
EFNA3	Efna3
RFXAP	Rfxap
TRAK2	Trak2
TRAK1	Trak1
NPSR1	Npsr1
B3GALTL	B3galtl
CRISP3	Crisp3
EFNB3	Efnb3
EFNB1	Efnb1
CRISP2	Crisp2
CRISP1	Crisp1
EFNB2	Efnb2
PIM1	Pim1
HTR4	Htr4
PIM3	Pim3
PIM2	Pim2
RIC8B	Ric8b
VASH2	Vash2
VASH1	Vash1
RIC8A	Ric8a
RD3L	Rd3l
HTR7	Htr7
HTR6	Htr6
PDGFRL	Pdgfrl
PDGFRA	Pdgfra
PDGFRB	Pdgfrb
EFNA5	Efna5
EFNA4	Efna4
HOXA13	Hoxa13
GSDMA	Gsdma
CNIH	Cnih
GSDMC	Gsdmc
HOXA11	Hoxa11
GSDMD	Gsdmd
PIN4	Pin4
ALS2CR8	Carf
PIN1	Pin1
GPD1L	Gpd1l
MOV10	Mov10
TRAM2	Tram2
THTPA	Thtpa
HOXA10	Hoxa10
TRAM1	Tram1
BMP4	Bmp4
BMP3	Bmp3
BMP2	Bmp2
BMP1	Bmp1
SMAD9	Smad9
SMAD7	Smad7
SMAD6	Smad6
SMAD5	Smad5
SMAD4	Smad4
SMAD3	Smad3
SMAD2	Smad2
SMAD1	Smad1
OTOGL	Otogl
RPS6KL1	Rps6kl1
BMP7	Bmp7
BMP5	Bmp5
BMP6	Bmp6
GTF3A	Gtf3a
CCKAR	Cckar
PION	Pion
FASTK	Fastk
DMAP1	Dmap1
APCDD1	Apcdd1
DHCR24	Dhcr24
FUNDC2	Fundc2
LEXM	Lexm
CCKBR	Cckbr
MESDC1	Mesdc1
IQCJ-SCHIP1	Schip1
FUNDC1	Fundc1
CYYR1	Cyyr1
MESDC2	Mesdc2
GTF2B	Gtf2b
HNRPDL	Hnrpdl
TRAP1	Trap1
PDIK1L	Pdik1l
GTF2I	Gtf2i
GADD45G	Gadd45g
GADD45B	Gadd45b
GADD45A	Gadd45a
SHROOM1	Shroom1
SHROOM2	Shroom2
SHROOM3	Shroom3
SHROOM4	Shroom4
XKRX	Xkrx
COL2A1	Col2a1
COX7A2L	Cox7a2l
BMS1	Bms1
ELMOD3	Elmod3
HBP1	Hbp1
ELMOD2	Elmod2
ELMOD1	Elmod1
PIRT	Pirt
XKR4	Xkr4
OTOL1	Otol1
MEX3B	Mex3b
XKR6	Xkr6
XKR5	Xkr5
MEX3A	Mex3a
XKR8	Xkr8
XKR7	Xkr7
XKR9	Xkr9
BMT2	Bmt2
DRP2	Drp2
OBFC1	Obfc1
CNFN	Cnfn
MEX3C	Mex3c
HBQ1	Hbq1b
MEX3D	Mex3d
PAICS	Paics
TOB2	Tob2
TP53INP2	Trp53inp2
TP53INP1	Trp53inp1
TOB1	Tob1
GDAP1L1	Gdap1l1
LEPROT	Leprot
DDX39A	Ddx39
PID1	Pid1
DDX39B	Ddx39b
TRAT1	Trat1
TNS4	Tns4
TNS3	Tns3
TNS2	Tns2
TNS1	Tns1
LYNX1	Lynx1
PIDD	Lrdd
MAP6D1	Map6d1
ANAPC16	Anapc16
OSTBETA	Ostb
ANAPC13	Anapc13
ANAPC10	Anapc10
MRAP2	Mrap2
ANAPC11	Anapc11
GADD45GIP1	Gadd45gip1
CNR1	Cnr1
CNR2	Cnr2
MFAP3L	Mfap3l
PIF1	Pif1
QRICH2	Qrich2
QRICH1	Qrich1
BMI1	Bmi1
HSP90AB1	Hsp90ab1
MOB3C	Mob3c
FASLG	Fasl
PIFO	Pifo
AKT1	Akt1
PIGK	Pigk
PIGL	Pigl
PIGM	Pigm
PIGF	Pigf
PIGG	Pigg
MAPKAP1	Mapkap1
PIGH	Pigh
SDPR	Sdpr
HOMEZ	Homez
PXMP4	Pxmp4
PIGB	Pigb
MOB3A	Mob3a
MOB3B	Mob3b
PIGC	Pigc
PXMP2	Pxmp2
SLCO5A1	Slco5a1
AKT3	Akt3
AKT2	Akt2
PIGA	Piga
KHDRBS1	Khdrbs1
KHDRBS3	Khdrbs3
PIGZ	Pigz
HSP90AA1	Hsp90aa1
KHDRBS2	Khdrbs2
PIGY	Pigy
PIGX	Pigx
PIGW	Pigw
PIGV	Pigv
PIGU	Pigu
MINK1	Mink1
PIGT	Pigt
PIGS	Pigs
PIGR	Pigr
PIGQ	Pigq
PIGP	Pigp
PIGO	Pigo
PIGN	Pign
HIPK1	Hipk1
SIKE1	Sike1
HIPK3	Hipk3
HIPK2	Hipk2
HIPK4	Hipk4
MOB1B	Mob1b
MOB1A	Mob1a
CNN3	Cnn3
LINGO2	Lingo2
LINGO1	Lingo1
MOAP1	Moap1
LINGO4	Lingo4
LINGO3	Lingo3
HJURP	Hjurp
CNMD	Cnmd
CNN2	Cnn2
CNN1	Cnn1
TNPO2	Tnpo2
FGFBP1	Fgfbp1
TNPO1	Tnpo1
TNPO3	Tnpo3
FGFBP3	Fgfbp3
TNXB	Tnxb
B3GALT2	B3galt2
B3GALT1	B3galt1
SDSL	Sdsl
PDZD11	Pdzd11
AMPD2	Ampd2
AMPD3	Ampd3
AMPD1	Ampd1
LDHC	Ldhc
LDHB	Ldhb
LDHA	Ldha
CASTOR1	Gatsl3
PPP2R5B	Ppp2r5b
PPP2R5A	Ppp2r5a
PPP2R5D	Ppp2r5d
PPP2R5C	Ppp2r5c
LDHD	Ldhd
C7orf31	4921507P07Rik
SPRTN	Sprtn
HMHA1	Hmha1
C20orf196	1110034G24Rik
SERPINE2	Serpine2
SERPINE3	Serpine3
RAE1	Rae1
C7orf34	1700034O15Rik
C20orf195	BC051628
SERPINE1	Serpine1
C20orf194	4930402H24Rik
VMA21	Vma21
SDR9C7	Sdr9c7
KIF5B	Kif5b
KIF5A	Kif5a
KIF5C	Kif5c
SERPING1	Serping1
OGFOD3	Ogfod3
RAD1	Rad1
OGFOD1	Ogfod1
OGFOD2	Ogfod2
SERPINF1	Serpinf1
C7orf23	4930420K17Rik
SERPINF2	Serpinf2
C7orf25	AW209491
C7orf26	E130309D02Rik
PPP2R5E	Ppp2r5e
PMP22	Pmp22
DCBLD2	Dcbld2
DCBLD1	Dcbld1
KIF4A	Kif4
PPP2R3A	Ppp2r3a
C7orf50	3110082I17Rik
C7orf55	1110001J03Rik
SERPINH1	Serpinh1
SCRIB	Scrib
C7orf53	Gm889
C7orf58	A430107O13Rik
C7orf59	0910001L09Rik
C20orf173	6430550D23Rik
C7orf57	Gm11992
RAC2	Rac2
RAC3	Rac3
RIBC2	Ribc2
RIBC1	Ribc1
RAC1	Rac1
PPP2R2B	Ppp2r2b
PPP2R2C	Ppp2r2c
PPP2R2D	Ppp2r2d
KIF3B	Kif3b
KIF3A	Kif3a
UPB1	Upb1
MYADML2	Myadml2
C7orf42	0610007L01Rik
SERPINI1	Serpini1
KIF3C	Kif3c
NUGGC	Nuggc
C7orf43	BC037034
SERPINI2	Serpini2
BTBD18	Gm13718
C7orf45	1700025E21Rik
BTBD17	Btbd17
C7orf46	D330028D13Rik
BTBD16	Btbd16
C7orf49	3110062M04Rik
PPRC1	Pprc1
BTBD10	Btbd10
PPP2R3C	Ppp2r3c
BTBD11	Btbd11
LOC100287163	Zfp39
LDLR	Ldlr
INSRR	Insrr
SERPINA9	Serpina9
SERPINA7	Serpina7
TKFC	Tkfc
SCRG1	Scrg1
SERPINA6	Serpina6
SERPINA5	Serpina5
SERPINA3	Serpina3n
EEF2K	Eef2k
DPEP3	Dpep3
SERPINA1	Serpina1d
ZPR1	Zpr1
DPEP1	Dpep1
DPEP2	Dpep2
RAP2B	Rap2b
RAP2A	Rap2a
RAP2C	Rap2c
NPBWR1	Npbwr1
CLIC1	Clic1
LRPAP1	Lrpap1
SERPINB9	Serpinb9
CLIC3	Clic3
SERPINB6	Serpinb6a
CLIC4	Clic4
SERPINB5	Serpinb5
SERPINB8	Serpinb8
CLIC5	Clic5
SERPINB7	Serpinb7
CLIC6	Clic6
PYURF	Pyurf
SPRR3	Sprr3
SERPINB2	Serpinb2
SERPINB1	Serpinb1a
SPRR4	Sprr4
EEF1G	Eef1g
SERPINB4	Serpinb3a
SERPINB3	Serpinb3d
EEF1D	Eef1d
RABGAP1	Rabgap1
C7orf10	5033411D12Rik
EPB41L4A	Epb41l4a
NUFIP1	Nufip1
EPB41L4B	Epb41l4b
NUFIP2	Nufip2
SFR1	Sfr1
SERPINC1	Serpinc1
LOC100287144	Usp17l5
ETFB	Etfb
ETFA	Etfa
LRSAM1	Lrsam1
UPF2	Upf2
UPF1	Upf1
RMDN2	Rmdn2
RMDN1	Rmdn1
RMDN3	Rmdn3
ETF1	Etf1
PHYH	Phyh
HARBI1	Harbi1
SFPQ	Sfpq
AOX1	Aox1
TUBAL3	Tubal3
SERPIND1	Serpind1
RALY	Raly
LSMD1	Lsmd1
HBS1L	Hbs1l
SEZ6L2	Sez6l2
AZGP1	Azgp1
RALB	Ralb
RALA	Rala
TUBG1	Tubg1
SCRT1	Scrt1
TUBG2	Tubg2
FANCD2OS	Fancd2os
SCRT2	Scrt2
RPH3A	Rph3a
CD200R1L	Cd200r2
ZPBP	Zpbp
TUBE1	Tube1
UPK2	Upk2
ESX1	Esx1
DSG4	Dsg4
DSG2	Dsg2
DSG3	Dsg3
TUBD1	Tubd1
KIF23	Kif23
KIF22	Kif22
RAI1	Rai1
KIF24	Kif24
KIF27	Kif27
RAI2	Rai2
PEX11G	Pex11g
SPRY4	Spry4
SPRY3	Spry3
KIF2B	Kif2b
SPRY2	Spry2
KIF2C	Kif2c
BARX1	Barx1
SPRY1	Spry1
BARX2	Barx2
C7orf70	Gm15380
C7orf72	4930415F15Rik
DSEL	Dsel
E4F1	E4f1
OCA2	Oca2
KIF2A	Kif2a
PPP2R1B	Ppp2r1b
KIF14	Kif14
PPP2R1A	Ppp2r1a
KIF12	Kif12
KIF11	Kif11
KIF17	Kif17
KIF15	Kif15
ERAL1	Eral1
CHAMP1	Champ1
KIF1C	Kif1c
KIF1A	Kif1a
C7orf63	A330021E22Rik
KIF1B	Kif1b
C7orf62	4921511H03Rik
C7orf60	B630005N14Rik
KIF19	Kif19a
PPP2R2A	Ppp2r2a
MYDGF	Mydgf
CRLF3	Crlf3
CRLF2	Crlf2
CRLF1	Crlf1
PRSS1	2210010C04Rik
UPP1	Upp1
RAG1	Rag1
UPP2	Upp2
RAG2	Rag2
PRSS8	Prss8
BRICD5	Bricd5
PRSS2	Prss2
PRSS3	Prss1
PP2D1	Pp2d1
BBOF1	Bbof1
SCRN1	Scrn1
RAF1	Raf1
SCRN3	Scrn3
C4BPA	C4bp
SFI1	Sfi1
SCRN2	Scrn2
COL5A3	Col5a3
COL5A2	Col5a2
COL5A1	Col5a1
PEX11A	Pex11a
PEX11B	Pex11b
DSC3	Dsc3
DSC2	Dsc2
DSC1	Dsc1
HMGN1	Hmgn1
HMGN3	Hmgn3
HMGN2	Hmgn2
DYNC2LI1	Dync2li1
CDKN2AIPNL	Cdkn2aipnl
HMGN5	Hmgn5
BBOX1	Bbox1
DSPP	Dspp
KDF1	Kdf1
MYD88	Myd88
FAM171B	Fam171b
KIFAP3	Kifap3
ERAP1	Erap1
PI16	Pi16
PI15	Pi15
PARP11	Parp11
PARP10	Parp10
FARP1	Farp1
6-Sep	6-Sep
FARP2	Farp2
PARP16	Parp16
PARP12	Parp12
LOC100288255	Gm6280
TACSTD2	Tacstd2
PARP14	Parp14
TUBA4A	Tuba4a
FAM172A	Fam172a
FARS2	Fars2
AFAP1L2	Afap1l2
AFAP1L1	Afap1l1
OCRL	Ocrl
NPRL2	Nprl2
ANGEL2	Angel2
NPRL3	Nprl3
ANGEL1	Angel1
SCGB1C1	Scgb1c1
UPRT	Uprt
PDILT	Pdilt
BLNK	Blnk
GNAT1	Gnat1
GRXCR2	Grxcr2
GRXCR1	Grxcr1
GNAT3	Gnat3
GNAT2	Gnat2
CNIH2	Cnih2
FAM170A	Fam170a
ETS1	Ets1
CNIH3	Cnih3
CNIH4	Cnih4
ETS2	Ets2
FAM170B	Fam170b
CNIH1	Cnih1
NCOR1	Ncor1
NCOR2	Ncor2
PHKB	Phkb
FERMT3	Fermt3
FERMT2	Fermt2
FERMT1	Fermt1
TERF2IP	Terf2ip
DIP2A	Dip2a
DIP2B	Dip2b
MBTD1	Mbtd1
DIP2C	Dip2c
FITM1	Fitm1
FITM2	Fitm2
TUBB6	Tubb6
TUBB1	Tubb1
TUBB3	Tubb3
ICAM1	Icam1
ICAM4	Icam4
DSN1	Dsn1
ICAM5	Icam5
ICAM2	Icam2
H2BFM	1700014N06Rik
KRTAP3-1	Krtap3-1
BLMH	Blmh
KRTAP3-2	Krtap3-2
KRTAP3-3	Krtap3-2
FARSB	Farsb
FARSA	Farsa
CR1L	Cr1l
REV3L	Rev3l
YWHAZ	Ywhaz
PRTN3	Prtn3
EDEM3	Edem3
EDEM2	Edem2
EDEM1	Edem1
PHIP	Phip
PLIN5	Plin5
PLIN2	Plin2
PLIN1	Plin1
PLIN4	Plin4
PLIN3	Plin3
ETV2	Etv2
ETV1	Etv1
ETV6	Etv6
ETV5	Etv5
ETV4	Etv4
ETV3	Etv3
YWHAB	Ywhab
YWHAE	Ywhae
PRELID1	Prelid1
TUBA8	Tuba8
PRELID2	Prelid2
YWHAG	Ywhag
YWHAH	Ywhah
KREMEN2	Kremen2
MBOAT7	Mboat7
FYTTD1	Fyttd1
KREMEN1	Kremen1
YWHAQ	Ywhaq
MBOAT1	Mboat1
PHGDH	Phgdh
MBOAT2	Mboat2
MBOAT4	Mboat4
SLCO6A1	Slco6b1
ALDH1L1	Aldh1l1
OCLN	Ocln
FAM179A	Fam179a
FAM179B	Fam179b
OCM2	Ocm
ALDH1L2	Aldh1l2
CACTIN	Cactin
COX4NB	Cox4nb
SETX	Setx
GATA1	Gata1
GATA2	Gata2
JSRP1	Jsrp1
GATA5	Gata5
GATA6	Gata6
ROBO1	Robo1
TCAIM	Tcaim
GATA3	Gata3
GATA4	Gata4
ROBO4	Robo4
C20orf123	4833422F24Rik
BECN1P1	Becn2
ROBO2	Robo2
ROBO3	Robo3
HIST3H3	Gm6421
SS18L1	Ss18l1
SS18L2	Ss18l2
C20orf111	3230401D17Rik
FGFR1OP	Fgfr1op
CLIP1	Clip1
CLIP2	Clip2
CLIP3	Clip3
CLIP4	Clip4
DYNLRB2	Dynlrb2
C20orf118	Gm1332
DYNLRB1	Dynlrb1
10-Mar	10-Mar
ACTR3B	Actr3b
CIART	Ciart
KATNB1	Katnb1
CSMD3	Csmd3
CSMD2	Csmd2
CSMD1	Csmd1
KATNA1	Katna1
LMTK2	Lmtk2
RHOBTB2	Rhobtb2
LMTK3	Lmtk3
RHOBTB1	Rhobtb1
PHGR1	Phgr1
RHOBTB3	Rhobtb3
FAM178B	Fam178b
FAM178A	Fam178a
PHF3	Phf3
PHF2	Phf2
PHF1	Phf1
TOMM70A	Tomm70a
SLAIN2	Slain2
SLAIN1	Slain1
RAP1A	Rap1a
RAP1B	Rap1b
PHEX	Phex
PHF8	Phf8
RSC1A1	Rsc1a1
PHF7	Phf7
PHF6	Phf6
NYNRIN	Nynrin
INSL3	Insl3
INSL5	Insl5
FAM175B	Fam175b
AGTPBP1	Agtpbp1
FAM175A	Fam175a
C20orf160	BC020535
MRFAP1	Mrfap1
INSL6	Insl6
SCGB1A1	Scgb1a1
DSTN	Dstn
PHC3	Phc3
AOAH	Aoah
ACTR1A	Actr1a
ACTR1B	Actr1b
POU4F3	Pou4f3
POU4F2	Pou4f2
POU4F1	Pou4f1
TUBA1A	Tuba1a
TUBA1B	Tuba1b
PILRB	Pilrb1
PHC1	Phc1
TUBA1C	Tuba1c
PHC2	Phc2
PILRA	Pilra
FAM176A	Fam176a
NANOG	Nanog
MYCT1	Myct1
FAM176B	Fam176b
COX4I2	Cox4i2
UQCC	Uqcc
C20orf151	BC066135
LEF1	Lef1
COX4I1	Cox4i1
C20orf152	4921517L17Rik
TYSND1	Tysnd1
AOC2	Aoc2
AOC1	Aoc1
SEZ6	Sez6
AOC3	Aoc3
FAM173B	Fam173b
FAM173A	Fam173a
TRA2B	Tra2b
TRA2A	Tra2a
C20orf141	1700020A23Rik
C20orf144	1700003F12Rik
TDRD12	Tdrd12
MAP3K7CL	Map3k7cl
TUBA3E	Tuba3b
INSM1	Insm1
FAM174B	Fam174b
INSM2	Insm2
FAM174A	Fam174a
FETUB	Fetub
C20orf132	4922505G16Rik
SIRT4	Sirt4
SIRT5	Sirt5
SIRT6	Sirt6
LRGUK	Lrguk
SIRT7	Sirt7
SIRT1	Sirt1
SIRT2	Sirt2
SIRT3	Sirt3
IL36RN	Il1f5
SH3BP5	Sh3bp5
PHAX	Phax
SH3BP4	Sh3bp4
GATD1	Pddc1
NME1-NME2	Gm5566
PHB2	Phb2
LSM12	Lsm12
LSM11	Lsm11
LSM10	Lsm10
SH3BP1	Sh3bp1
ACTR10	Actr10
SH3BP2	Sh3bp2
PPP1R27	Ppp1r27
PPP1R26	Ppp1r26
PPP1R21	Ppp1r21
INTS1	Ints1
INTS2	Ints2
SELENBP1	Selenbp1
L1CAM	L1cam
INTS3	Ints3
KIAA0319L	AU040320
INTS9	Ints9
RTL8C	Cxx1a
INTS8	Ints8
PPP1R1C	Ppp1r1c
INTS5	Ints5
INTS4	Ints4
PPP1R1B	Ppp1r1b
INTS7	Ints7
PPP1R1A	Ppp1r1a
INTS6	Ints6
TLK1	Tlk1
TLK2	Tlk2
PPP1R36	Ppp1r36
PPP1R37	Ppp1r37
ROCK1	Rock1
PPP1R32	Ppp1r32
TADA2A	Tada2a
ROCK2	Rock2
TADA2B	Tada2b
PPP1R35	Ppp1r35
PPP1R3A	Ppp1r3a
CLHC1	Clhc1
SIRPA	Sirpa
ERGIC1	Ergic1
ERGIC2	Ergic2
ERGIC3	Ergic3
SGO2	Sgol2a
SGO1	Sgol1
UBL4A	Ubl4
UBL4B	Ubl4b
FAM18B1	Fam18b
MTFR1L	Mtfr1l
ERBB4	Erbb4
ERBB3	Erbb3
ERBB2	Erbb2
DTD2	Dtd2
RBFA	Rbfa
DTD1	Dtd1
PPP1R3E	Ppp1r3e
PPP1R3D	Ppp1r3d
PPP1R3C	Ppp1r3c
PPP1R3B	Ppp1r3b
PPP1R3G	Ppp1r3g
PPP1R3F	Ppp1r3f
PPP1R42	Ppp1r42
FAHD2A	Fahd2a
CXorf40A	1110012L19Rik
COX3	COX3
COX2	COX2
COX1	COX1
PARPBP	Parpbp
H3F3B	Gm6749
MUC5AC	Muc5ac
H3F3C	H3f3c
TLL2	Tll2
TLL1	Tll1
SGSH	Sgsh
PDIA3	Pdia3
PDIA2	Pdia2
RNPEPL1	Rnpepl1
BSCL2	Bscl2
RASSF9	Rassf9
PDIA6	Pdia6
PHF23	Phf23
PHF20	Phf20
PDIA5	Pdia5
RASSF8	Rassf8
RASSF7	Rassf7
PDIA4	Pdia4
PHF24	Phf24
BATF3	Batf3
BATF2	Batf2
TLE6	Tle6
TLE3	Tle3
TLE4	Tle4
TLE1	Tle1
TLE2	Tle2
POM121L2	Pom121l2
CIAO1	Ciao1
PFDN2	Pfdn2
ARVCF	Arvcf
PFDN1	Pfdn1
ALG10B	Alg10b
PFDN6	Pfdn6
PFDN5	Pfdn5
PFDN4	Pfdn4
C1QL1	C1ql1
ANKUB1	Ankub1
C1QL2	C1ql2
C1QL3	C1ql3
C1QL4	C1ql4
ALKAL2	Fam150b
ALKAL1	Fam150a
HSD17B2	Hsd17b2
HSD17B1	Hsd17b1
MYCL1	Mycl1
GALNT10	Galnt10
GALNT15	Galnt15
HAAO	Haao
GALNT16	Galnt16
HSD17B6	Hsd17b6
HSD17B3	Hsd17b3
GALNT18	Galnt18
HSD17B4	Hsd17b4
GALNT11	Galnt11
GALNT12	Galnt12
GALNT13	Galnt13
HSD17B7	Hsd17b7
GALNT14	Galnt14
HSD17B8	H2-Ke6
PPP1R18	Ppp1r18
SWAP70	Swap70
PPP1R11	Ppp1r11
PPP1R10	Ppp1r10
SGTB	Sgtb
PPP1R17	Ppp1r17
SGTA	Sgta
RASSF3	Rassf3
RASSF4	Rassf4
RASSF5	Rassf5
TBATA	Tbata
RASSF6	Rassf6
RASSF1	Rassf1
RASSF2	Rassf2
RBAK	Rbak
PHF5A	Phf5a
CHERP	Cherp
ATP6AP2	Atp6ap2
CXorf49B	4933412E24Rik
ATP6AP1	Atp6ap1
RBM3	Rbm3
RBM4	Rbm4
RBM5	Rbm5
OSGIN2	Osgin2
RBM6	Rbm6
RBM7	Rbm7
OSGIN1	Osgin1
TAS2R60	Tas2r135
ANK1	Ank1
ANK2	Ank2
ANK3	Ank3
CPA2	Cpa2
CPA3	Cpa3
CPA1	Cpa1
HADH	Hadh
SNRPA1	Snrpa1
RBL2	Rbl2
RBL1	Rbl1
RBKS	Rbks
TNFAIP6	Tnfaip6
MAD2L1BP	Mad2l1bp
TNFAIP8	Tnfaip8
VSNL1	Vsnl1
FLAD1	Flad1
TNFAIP3	Tnfaip3
TNFAIP2	Tnfaip2
TNFAIP1	Tnfaip1
SNRPB2	Snrpb2
LCN8	Lcn8
LCN9	Lcn9
ANLN	Anln
OR2L13	Olfr166
OAZ2	Oaz2
OAZ3	Oaz3
OAZ1	Oaz1
CPA5	Cpa5
CPA4	Cpa4
AIPL1	Aipl1
CACNA2D1	Cacna2d1
FOCAD	Focad
CPA6	Cpa6
ERBIN	Erbin
CACNA2D3	Cacna2d3
ANKH	Ank
CACNA2D2	Cacna2d2
RBMX	Rbmx
CACNA2D4	Cacna2d4
B3GAT2	B3gat2
NDUFV3	Ndufv3
LCN2	Lcn2
LCN1	Lcn3
B3GAT1	B3gat1
B3GAT3	B3gat3
LCN6	Lcn6
NDUFV1	Ndufv1
NDUFV2	Ndufv2
SPTA1	Spta1
CPB1	Cpb1
CPB2	Cpb2
ZFP14	Zfp14
ANO1	Ano1
SKIV2L2	Skiv2l2
SDCBP2	Sdcbp2
AFMID	Afmid
NDUFS7	Ndufs7
NDUFS6	Ndufs6
NDUFS5	Ndufs5
NDUFS4	Ndufs4
NDUFS8	Ndufs8
ANO3	Ano3
ANO2	Ano2
ANO5	Ano5
ANO4	Ano4
YOD1	Yod1
TAS2R20	Tas2r120
ANO7	Ano7
PTDSS1	Ptdss1
NDUFS3	Ndufs3
NDUFS2	Ndufs2
ANO6	Ano6
ANO9	Ano9
NDUFS1	Ndufs1
ANO8	Ano8
PTDSS2	Ptdss2
SGK1	Sgk1
SGK2	Sgk2
SGK3	Sgk3
ZFP28	Zfp28
LOC643669	Gm6537
HAGH	Hagh
SIGLEC1	Siglec1
TAS2R16	Tas2r118
TAS2R13	Tas2r121
TAS2R14	Tas2r140
SIGLEC5	Siglecf
ALDH1B1	Aldh1b1
IGF2R	Igf2r
LCOR	Lcor
PDCD2L	Pdcd2l
LCP1	Lcp1
TAS2R10	Tas2r114
LCP2	Lcp2
BCLAF1	Bclaf1
PGS1	Pgs1
VPREB3	Vpreb3
VPREB1	Vpreb1
TKTL2	Tktl2
TKTL1	Tktl1
SIGLEC9	Siglece
MACC1	Macc1
ALDH1A1	Aldh1a1
DIMT1	Dimt1
ALDH1A2	Aldh1a2
IGF1R	Igf1r
TAS2R46	Tas2r120
ALDH1A3	Aldh1a3
TAS2R42	Tas2r131
MYCBP	Mycbp
TAS2R40	Tas2r144
TAS2R41	Tas2r126
COL4A4	Col4a4
COL4A3	Col4a3
PDCD11	Pdcd11
COL4A2	Col4a2
PDCD10	Pdcd10
COL4A1	Col4a1
COL4A6	Col4a6
COL4A5	Col4a5
PPP1R9B	Ppp1r9b
TAS2R39	Tas2r139
PPP1R9A	Ppp1r9a
TAS2R38	Tas2r138
TAS2R31	Tas2r136
SNIP1	Snip1
NR2C2AP	Nr2c2ap
SIN3B	Sin3b
SIN3A	Sin3a
H2AFV	H2afv
H2AFZ	H2afz
H2AFY	H2afy
H2AFX	H2afx
RARA	Rara
RARB	Rarb
FAM181B	Fam181b
FAM181A	Fam181a
CRLS1	Crls1
RARG	Rarg
H2AFJ	H2afj
ICA1L	Ica1l
CARNS1	Carns1
PGM2	Pgm1
SUV420H2	Suv420h2
PGM3	Pgm3
UHRF1	Uhrf1
PGLS	Pgls
PGM5	Pgm5
UHRF2	Uhrf2
LCTL	Lctl
RARS	Rars
PGM1	Pgm2
SUV420H1	Suv420h1
TALDO1	Taldo1
CAVIN1	Ptrf
SYNDIG1	Syndig1
CAVIN2	Sdpr
GPBP1L1	Gpbp1l1
CAVIN3	Prkcdbp
CAVIN4	Murc
PIMREG	Fam64a
CHEK1	Chek1
CHEK2	Chek2
MACF1	Macf1
DCAKD	Dcakd
BECN1	Becn1
PORCN	Porcn
NOTCH3	Notch3
NOTCH2	Notch2
NOTCH1	Notch1
FAM184A	Fam184a
NOTCH4	Notch4
FAM184B	Fam184b
TM7SF2	Tm7sf2
TM7SF4	Tm7sf4
CKMT1B	Ckmt1
TM7SF3	Tm7sf3
NHSL1	Nhsl1
ANKRD10	Ankrd10
NHSL2	Nhsl2
ANKRD17	Ankrd17
SH2D1A	Sh2d1a
CGREF1	Cgref1
ANKRD16	Ankrd16
ANKRD12	Ankrd12
ANKRD11	Ankrd11
IP6K1	Ip6k1
SH2D1B	Sh2d1b1
IP6K3	Ip6k3
IP6K2	Ip6k2
LPGAT1	Lpgat1
ANKHD1-EIF4EBP3	Ankhd1
GPER1	Gper1
ANKRD27	Ankrd27
ANKRD26	Ankrd26
SH2D2A	Sh2d2a
ANKRD29	Ankrd29
ANKRD28	Ankrd28
PRUNE	Prune
SGCG	Sgcg
ANKRD23	Ankrd23
CDK11A	Cdk11b
ANKRD22	Ankrd22
ANKRD24	Ankrd24
SGCD	Sgcd
SGCE	Sgce
PMPCA	Pmpca
